Location?,Interaction?,Use?,Completed?,Study ID,Search Term,Authors,Title,SO,SE,BS,VL,IS,SI,MA,BP,EP,AR,DI,D2,SU,PD,PY,AB,X4,Y4,Z4,CT,CY,SP,CL,TC,Z8,ZB,ZS,Z9,SN,BN,UT,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,Yes,Yes,24,amphipod,"Weis, JS","Diet and food web support of the white perch, Morone americana, in the hackensack meadowlands of New Jersey",,,,,,,,ENVIRONMENTAL BIOLOGY OF FISHES,,,74,1,,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,Yes,Yes,25,amphipod,"Stehlik, LL; Pikanowski, RA; McMillan, DG","The Hudson-Raritan Estuary as a crossroads for distribution of blue (Callinectes sapidus), lady (Ovalipes ocellatus), and Atlantic rock (Cancer irroratus) crabs",,,,,,,,FISHERY BULLETIN,,,102,4,,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,Yes,Yes,26,amphipod,"Meise, CJ; Stehlik, LL","Habitat use, temporal abundance variability, and diet of blue crabs from a New Jersey estuarine system",,,,,,,,ESTUARIES,,,26,3,,,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,Yes,Yes,49,amphipod,"Agnew, AM; Shull, DH; Buchsbaum, R",,,,,,,,Growth of a salt marsh invertebrate on several species of marsh grass detritus,,,,,,,,BIOLOGICAL BULLETIN,,,,205,2,,,238,239,,10.2307/1543273,,,10/3/15,2003,,,,,,General Scientific Meeting of the Marine-Biological-Laboratory,"AUG 11-13, 2003",Marine Biol Lab,"WOODS HOLE, MASSACHUSETTS",5,1,5,0,6,Jun-85,,WOS:000186338800044,14583550,,,,,,,,,
Yes,No,No,Yes,d,amphipod,"Meise, CJ; Stehlik, LL",,,,,,,,"Habitat use, temporal abundance variability, and diet of blue crabs from a New Jersey estuarine system",,,,,,,,ESTUARIES,,,,26,3,,,731,745,,10.1007/BF02711984,,,6/3/15,2003,,,,,,,,,,14,0,15,0,15,0160-8347,,WOS:000184803900010,,,,,,,,,,
Yes,No,No,Yes,d,amphipod,"Angradi, TR; Hagan, SM; Able, KW",,,,,,,,Vegetation type and the intertidal macroinvertebrate fauna of a brackish marsh: Phragmites vs. Spartina,,,,,,,,WETLANDS,,,,21,1,,,75,92,,10.1672/0277-5212(2001)021[0075:VTATIM]2.0.CO;2,,,3/1/15,2001,,,,,,,,,,67,3,56,0,72,0277-5212,,WOS:000167840100008,,,,,,,,,,
no,Yes,No,Yes,,amphipod,"Laffaille, P; Lefeuvre, JC; Schricke, MT; Feunteun, E",,,,"Laffaille, Pascal/B-4505-2012",,,,"Feeding ecology of 0-group sea bass, Dicentrarchus labrax, in salt marshes of Mont Saint Michel Bay (France)",,,,,,,,ESTUARIES,,,,24,1,,,116,125,,10.2307/1352818,,,2/1/15,2001,,,,,,,,,,28,0,26,1,28,0160-8347,,WOS:000168130900011,,,,,,,,,,
Yes,No,No,Yes,d,amphipod,"Stehlik, LL; Meise, CJ",,,,,,,,Diet of winter flounder in a New Jersey estuary: Ontogenetic change and spatial variation,,,,,,,,ESTUARIES,,,,23,3,,,381,391,,10.2307/1353330,,,Jun-00,2000,,,,,,,,,,39,1,39,1,42,0160-8347,,WOS:000088106100009,,,,,,,,,,
,,,,d,amphipod,"Fell, PE; Weissbach, SP; Jones, DA; Fallon, MA; Zeppieri, JA; Faison, EK; Lennon, KA; Newberry, KJ; Reddington, LK",,,,,,,,"Does invasion of oligohaline tidal marshes by reed grass, Phragmites australis (Cav) Trin ex Steud, affect the availability of prey resources for the mummichog, Fundulus heteroclitus L?",,,,,,,,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,,,,222,1/2/15,,,59,77,,10.1016/S0022-0981(97)00138-X,,,4/1/98,1998,,,,,,,,,,73,0,57,0,74,0022-0981,,WOS:000072618500005,,,,,,,,,,
no,,,Yes,50,amphipod,"Creach, V; Schricke, MT; Bertru, G; Mariotti, A",,,,,,,,Stable isotopes and gut analyses to determine feeding relationships in saltmarsh macroconsumers,,,,,,,,ESTUARINE COASTAL AND SHELF SCIENCE,,,,44,5,,,599,611,,10.1006/ecss.1996.0147,,,May-97,1997,,,,,,,,,,87,1,76,0,88,0272-7714,,WOS:A1997XA81900007,,,,,,,,,,
no,,,yes,51,amphipod,"Morse, DH",,,,,,,,"Distribution, movement, and activity patterns of an intertidal wolf spider Pardosa lapidicina population (araneae, lycosidae)",,,,,,,,JOURNAL OF ARACHNOLOGY,,,,25,1,,,1,10,,,,,1997,1997,,,,,,,,,,26,0,24,0,27,0161-8202,,WOS:A1997XC98600001,,,,,,,,,,
Yes,No,No,Yes,duplicate,amphipod,"ALLEN, EA; FELL, PE; PECK, MA; GIEG, JA; GUTHKE, CR; NEWKIRK, MD",,,,"Peck, Myron/H-6164-2011",,,,"GUT CONTENTS OF COMMON MUMMICHOGS, FUNDULUS-HETEROCLITUS L, IN A RESTORED IMPOUNDED MARSH AND IN NATURAL REFERENCE MARSHES",,,,,,,,ESTUARIES,,,,17,2,,,462,471,,10.2307/1352676,,,Jun-94,1994,,,,,,,,,,53,0,40,0,54,0160-8347,,WOS:A1994PK14200012,,,,,,,,,,
,,,,u,amphipod,"SRIDHAR, KR; BARLOCHER, F",,,,"Barlocher, Felix/C-1307-2011",,,,SEASONAL-CHANGES IN MICROBIAL COLONIZATION OF FRESH AND DRIED LEAVES,,,,,,,,ARCHIV FUR HYDROBIOLOGIE,,,,128,1,,,1,12,,,,,Aug-93,1993,,,,,,,,,,17,0,15,0,19,Mar-36,,WOS:A1993LX70100001,,,,,,,,,,
no,,no,yes,52,amphipod,"BOROWSKY, R; BOROWSKY, B",,,,,,,,"FEEDING INHIBITION OF THE SALT-MARSH AMPHIPOD GAMMARUS-PALUSTRIS BOUSFIELD, 1969 BY HEAT-LABILE SUBSTANCES IN ULVA-LACTUCA L",,,,,3,,,CRUSTACEANA,,,,59,,,,299,301,,10.1163/156854090X00516,,,Nov-90,1990,,,,,,,,,,10,0,10,1,11,0011-216X,,WOS:A1990EH35300011,,,,,,,,,,
no,,,yes,53,amphipod,"LAZZARI, MA; ABLE, KW; FAHAY, MP",,,,,,,,"LIFE-HISTORY AND FOOD-HABITS OF THE GRUBBY, MYOXOCEPHALUS-AENEUS (COTTIDAE), IN A CAPE COD ESTUARY",,,,,,,,COPEIA,,,,,1,,,7,12,,,,,2/27/89,1989,,,,,,,,,,7,0,7,0,7,0045-8511,,WOS:A1989T562700002,,,,,,,,,,
,No,No,,,amphipod,"BOROWSKY, R; BOROWSKY, B; MILANI, H; GREENBERG, P",,,,,,,,"AMYLASE VARIATION IN THE SALT-MARSH AMPHIPOD, GAMMARUS-PALUSTRIS",,,,,,,,GENETICS,,,,111,2,,,311,323,,,,,1985,1985,,,,,,,,,,20,0,17,0,20,0016-6731,,WOS:A1985AQY2600008,17246300,,,,,,,,,
,,,Yes,54,amphipod,"BERTNESS, MD",,,,,,,,HABITAT AND COMMUNITY MODIFICATION BY AN INTRODUCED HERBIVOROUS SNAIL,,,,,,,,ECOLOGY,,,,65,2,,,370,381,,10.2307/1941400,,,1984,1984,,,,,,,,,,138,5,127,1,150,Dec-58,,WOS:A1984SM29300003,,,,,,,,,,
,,,Yes,55,amphipod,"THOMPSON, LS",,,,,,,,"COMPARISON OF THE DIETS OF THE TIDAL MARSH SNAIL, MELAMPUS-BIDENTATUS AND THE AMPHIPOD, ORCHESTIA-GRILLUS",,,,,,,,NAUTILUS,,,,98,1,,,44,53,,,,,1984,1984,,,,,,,,,,16,0,15,0,16,0028-1344,,WOS:A1984SB46700011,,,,,,,,,,
,,,Yes,56,amphipod,"VALIELA, I; RIETSMA, CS",,,,,,,,"NITROGEN, PHENOLIC-ACIDS, AND OTHER FEEDING CUES FOR SALT-MARSH DETRITIVORES",,,,,,,,OECOLOGIA,,,,63,3,,,350,356,,10.1007/BF00390664,,,1984,1984,,,,,,,,,,30,2,27,0,32,0029-8549,,WOS:A1984TH17400010,,,,,,,,,,
Yes,No,No,Yes,d,amphipod,IMRIE D M G; DABRON G R,,,,,,,,FOOD OF SOME IMMATURE FISH OF MINAS BASIN BAY OF FUNDY CANADA,,,,,,,,Proceedings of the Nova Scotian Institute of Science,,,,31,2,,,149,154,,,,,1981,1981,,,,,,,,,,15,0,13,0,15,0078-2521,,BCI:BCI198273023755,,,,,,,,,,
,,,Yes,57,amphipod,"GABLE, MF; CROKER, RA",,,,,,,,"SALT-MARSH AMPHIPOD, GAMMARUS-PALUSTRIS BOUSFIELD, 1969 AT NORTHERN LIMIT OF ITS DISTRIBUTION .1. ECOLOGY AND LIFE-CYCLE",,,,,,,,ESTUARINE AND COASTAL MARINE SCIENCE,,,,5,1,,,123,134,,10.1016/0302-3524(77)90077-9,,,1977,1977,,,,,,,,,,31,0,26,0,31,0302-3524,,WOS:A1977DC48900009,,,,,,,,,,
,,,,u,amphipod,"Levinton, J.S.; Lopez, G.R.; Heidemann Lassen, H.; Rahn, U.",,,,,,,,Feedback and structure in deposit-feeding marine benthic communities.,,,,,,,,European Marine Biology Symposium,,,,,,,,409,416,,,,No. 11,1977,1977,,,,,,,,,,0,0,0,0,0,,,ZOOREC:ZOOR11600028524,,,,,,,,,,
,,,Yes,58,amphipod,"MEANY, RA; VALIELA, I; TEAL, JM",,,,,,,,"GROWTH, ABUNDANCE AND DISTRIBUTION OF LARVAL TABANIDS IN EXPERIMENTALLY FERTILIZED PLOTS ON A MASSACHUSETTS SALT-MARSH",,,,,,,,JOURNAL OF APPLIED ECOLOGY,,,,13,2,,,323,332,,10.2307/2401782,,,1976,1976,,,,,,,,,,10,0,10,0,10,0021-8901,,WOS:A1976CB13500001,,,,,,,,,,
,,,Yes,59,amphipod,"VINCE, S; VALIELA, I; BACKUS, N; TEAL, JM",,,,,,,,PREDATION BY SALT-MARSH KILLIFISH FUNDULUS-HETEROCLITUS (L) IN RELATION TO PREY SIZE AND HABITAT STRUCTURE - CONSEQUENCES FOR PREY DISTRIBUTION AND ABUNDANCE,,,,,,,,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,,,,23,3,,,255,266,,10.1016/0022-0981(76)90024-1,,,1976,1976,,,,,,,,,,214,0,186,1,215,0022-0981,,WOS:A1976CF45400004,,,,,,,,,,
no ,yes,no,yes,60,amphipod,"BRENNER, D; VALIELA, I; VANRAALTE, CD; CARPENTER, EJ",,,,,,,,GRAZING BY TALORCHESTIA-LONGICORNIS ON AN ALGAL MAT IN A NEW-ENGLAND SALT-MARSH,,,,,,,,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,,,,22,2,,,161,169,,10.1016/0022-0981(76)90092-7,,,1976,1976,,,,,,,,,,34,0,29,0,34,0022-0981,,WOS:A1976BS43900005,,,,,,,,,,
,,,,u,amphipod,"Forgash, A. J.",,,,,,,,A summary of studies of the impact of temephos and chlorpyrifos on the saltmarsh environment.,,,,,,,,"Proceedings, New Jersey Mosquito Control Association, Inc.",,,,63,,,,94,98,,,,,1976,1976,,,,,,"Proceedings, Sixty-third Annual Meeting, New Jersey Mosquito Control Association Inc. Cherry Hill, New Jersey, 10, 11, 12 March 1976.",,,,3,0,2,0,3,,,CABI:19770545567,,,,,,,,,,
,,n,y,,Distichlis spicata,"Vincent, Robert E.; Burdick, David M.; Dionne, Michele",,,,,,,,"Ditching and Ditch-Plugging in New England Salt Marshes: Effects on Hydrology, Elevation, and Soil Characteristics",,,,,,,,ESTUARIES AND COASTS,,,,36,3,,,610,625,,10.1007/s12237-012-9583-y,,,5/13/15,2013,,,,,,,,,,1,0,1,0,1,1559-2723,,WOS:000318295300014,,,,,,,,,,
,,n,y,,Distichlis spicata,"Raposa, Kenneth B.",,,,,,,,"Early Ecological Responses to Hydrologic Restoration of a Tidal Pond and Salt Marsh Complex in Narragansett Bay, Rhode Island",,,,,,,,JOURNAL OF COASTAL RESEARCH,,,,,,,,180,192,,10.2112/SI55-015,,,SUM 2008,2008,,,,,,,,,,8,0,8,0,8,0749-0208,,WOS:000266564000014,,,,,,,,,,
,,n,y,,Distichlis spicata,"Buchsbaum, RN; Catena, J; Hutchins, E; James-Pirri, MJ",,,,,,,,"Changes in salt marsh vegetation, Phragmites australis, and nekton in response to increased tidal flushing in a new England salt marsh",,,,,,,,WETLANDS,,,,26,2,,,544,557,,10.1672/0277-5212(2006)26[544:CISMVP]2.0.CO;2,,,6/6/15,2006,,,,,,,,,,17,0,16,0,17,0277-5212,,WOS:000238701700024,,,,,,,,,,
,,,,u,Distichlis spicata,"Erwin, R. Michael; Sanders, Geoffrey M.; Prosser, Diann J.; Cahoon, Donald R.",,,,,,,,High tides and rising seas: potential effects on estuarine waterbirds.,,,,,,,,Studies in Avian Biology,,,,32,,,,214,228,,,,,2006,2006,,,,,,,,,,15,0,14,0,15,0197-9922,,ZOOREC:ZOOR14303016428,,,,,,,,,,
,,,,u,Distichlis spicata,"Erwin, R. Michael; Sanders, Geoffrey M.; Prosser, Diann J.; Cahoon, Donald R.",,,,,,,,High tides and rising seas: Potential effects on estuarine waterbirds,,,,,,,,Studies in Avian Biology,,,,,32,,,214,228,,,,,2006,2006,,,,,,,,,,5,0,6,0,6,0197-9922,,BCI:BCI200700066380,,,,,,,,,,
,,n,y,,Distichlis spicata,"Ludlam, JP; Shull, DH; Buchsbaum, R",,,,,,,,Effects of haying on salt-marsh surface invertebrates,,,,,,,,BIOLOGICAL BULLETIN,,,,203,2,,,250,251,,10.2307/1543424,,,10/2/15,2002,,,,,,General Scientific Meeting of the Marine-Biological-Laboratory,"AUG 12-14, 2002",Marine Biol Lab,"WOODS HOLE, MASSACHUSETTS",4,0,3,0,4,Jun-85,,WOS:000179108500044,12414605,,,,,,,,,
,,n,y,,Distichlis spicata,"COOKE, JC; BUTLER, RH; MADOLE, G",,,,,,,,SOME OBSERVATIONS ON THE VERTICAL-DISTRIBUTION OF VESICULAR-ARBUSCULAR MYCORRHIZAE IN ROOTS OF SALT-MARSH GRASSES GROWING IN SATURATED SOILS,,,,,,,,MYCOLOGIA,,,,85,4,,,547,550,,10.2307/3760500,,,JUL-AUG 1993,1993,,,,,,,,,,34,1,36,1,37,0027-5514,,WOS:A1993LW37900003,,,,,,,,,,
,,,Yes,61,Distichlis spicata,"BERTNESS, MD; SHUMWAY, SW",,,,,,,,CONSUMER DRIVEN POLLEN LIMITATION OF SEED PRODUCTION IN MARSH GRASSES,,,,,,,,AMERICAN JOURNAL OF BOTANY,,,,79,3,,,288,293,,10.2307/2445017,,,Mar-92,1992,,,,,,,,,,44,3,41,0,47,2/22/15,,WOS:A1992HL05100007,,,,,,,,,,
,,,y,u,Distichlis spicata,"TALLAMY, DW; DENNO, RF",,,,,,,,RESPONSES OF SAP-FEEDING INSECTS (HOMOPTERA-HEMIPTERA) TO SIMPLIFICATION OF HOST PLANT STRUCTURE,,,,,,,,ENVIRONMENTAL ENTOMOLOGY,,,,8,6,,,1021,1028,,,,,1979,1979,,,,,,,,,,15,0,14,0,15,0046-225X,,WOS:A1979JD02600013,,,,,,,,,,
,,n,,,Distichlis spicata,"BOURN, WARREN S.; COTTAM, CLARENCE",,,,,,,,Some biological effects of ditching tidewater marshes,,,,,,,,U S FISH AND WILDLIFE SERV RES REPT,,,,19,,,,l,30,,,,,1950,1950,,,,,,,,,,0,0,0,0,0,,,BCI:BCI19532700000236,,,,,,,,,,
,,y,Yes,62,Distichlis spicata,,,,,,,,,Consumer pressure and seed set in a salt marsh perennial plant communit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,No,No,Yes,63,Fundulus majalis,"Sarda, R; Foreman, K; Werme, CE; Valiela, I",,,,"Sarda, Rafael/J-9118-2012",,,,The impact of epifaunal predation on the structure of macroinfaunal invertebrate communities of tidal saltmarsh creeks,,,,,,,,ESTUARINE COASTAL AND SHELF SCIENCE,,,,46,5,,,657,669,,10.1006/ecss.1997.0322,,,May-98,1998,,,,,,,,,,41,1,33,1,43,0272-7714,,WOS:000073906200005,,,,,,,,,,
,,,Yes,64,Fundulus majalis,"Hovel, KA; Morgan, SG",,,,,,,,Planktivory as a selective force for reproductive synchrony and larval migration,,,,,,,,MARINE ECOLOGY PROGRESS SERIES,,,,157,,,,79,95,,10.3354/meps157079,,,1997,1997,,,,,,,,,,37,0,34,1,39,0171-8630,,WOS:A1997YH29500007,,,,,,,,,,
,,,,u,Fundulus majalis,"Werme, C.E.",,,,,,,,Resource partitioning in a salt marsh fish community.,,,,,,,,Dissertation Abstracts International B Sciences and Engineering,,,,41,12,,,4374,4374,,,,,1981,1981,,,,,,,,,,0,0,0,0,0,0419-4217,,ZOOREC:ZOOR11800050998,,,,,,,,,,
,,n,,u,Fundulus majalis,"Clymer, J.P., III",,,,,,,,"The distributions, trophic activities, and competitive interactions of three salt marsh killifishes (Pisces: Cyprinodontidae).",,,,,,,,Dissertation Abstracts International B Sciences and Engineering,,,,39,3,,,1085,1086,,,,,1978,1978,,,,,,,,,,0,0,0,0,0,0419-4217,,ZOOREC:ZOOR11500047275,,,,,,,,,,
,,y,,65,Fundulus majalis,"JEFFRIES, HP",,,,,,,,FATTY-ACID ECOLOGY OF A TIDAL MARSH,,,,,,,,LIMNOLOGY AND OCEANOGRAPHY,,,,17,3,,,433,&,,,,,1972,1972,,,,,,,,,,55,0,43,1,56,0024-3590,,WOS:A1972N583100013,,,,,,,,,,
,y,y,Yes,70,Geukensia demissa,"Peterson, Bradley J.; Fournier, Alexa M.; Furman, Bradley T.; Carroll, John M.",,,,,,,,Hemigrapsus sanguineus in Long Island salt marshes: experimental evaluation of the interactions between an invasive crab and resident ecosystem engineers,,,,,,,,PEERJ,,,,2,,,,,,e472,10.7717/peerj.472,,,7/3/14,2014,,,,,,,,,,0,0,0,0,0,2167-8359,,WOS:000347613600003,25071995,,,,,,,,,
,n,n,,,Geukensia demissa,"Galimany, Eve; Rose, Julie M.; Alix, Jennifer; Dixon, Mark S.; Wikfors, Gary H.",,,,,,,,"Responses of the ribbed mussel, Geukensia demissa, to the harmful algae Aureococcus anophagefferens and Heterosigma akashiwo",,,,,2,,,JOURNAL OF MOLLUSCAN STUDIES,,,,80,,,,123,130,,10.1093/mollus/eyt055,,,5/14/15,2014,,,,,,,,,,0,0,0,0,0,0260-1230,,WOS:000335915300003,,,,,,,,,,
,,n,,,Geukensia demissa,"Galimany, Eve; Rose, Julie M.; Dixon, Mark S.; Wikfors, Gary H.",,,,,,,,"Quantifying Feeding Behavior of Ribbed Mussels (Geukensia demissa) in Two Urban Sites (Long Island Sound, USA) with Different Seston Characteristics",,,,,,,,ESTUARIES AND COASTS,,,,36,6,,,1265,1273,,10.1007/s12237-013-9633-0,,,11/13/15,2013,,,,,,,,,,2,0,2,0,2,1559-2723,,WOS:000325099900013,,,,,,,,,,
,,n,,,Geukensia demissa,"Galimany, Eve; Alix, Jennifer H.; Dixon, Mark S.; Wikfors, Gary H.",,,,,,,,Short communication: adaptability of the feeding behavior of intertidal ribbed mussels (Geukensia demissa) to constant submersion,,,,,,,,AQUACULTURE INTERNATIONAL,,,,21,5,,,1009,1015,,10.1007/s10499-012-9608-3,,,10/13/15,2013,,,,,,,,,,1,0,1,0,1,0967-6120,,WOS:000323653900003,,,,,,,,,,
,n,n,,,Geukensia demissa,"Powell, Eric N.; Kreeger, Danielle A.; Morson, Jason M.; Haidvogel, Dale B.; Wang, Zhiren; Thomas, Roger; Gius, Jennifer E.",,,,,,,,Oyster food supply in Delaware Bay: Estimation from a hydrodynamic model and interaction with the oyster population,,,,,,,,JOURNAL OF MARINE RESEARCH,,,,70,2/3/15,,,469,503,,,,,MAR-MAY 2012,2012,,,,,,,,,,5,0,3,0,5,0022-2402,,WOS:000309090000011,,,,,,,,,,
,n,n,,,Geukensia demissa,"Watt, Cortney; Garbary, David J.; Longtin, Caroline",,,,,,,,"Population structure of the ribbed mussel Geukensia demissa in salt marshes in the southern Gulf of St. Lawrence, Canada",,,,,,,,HELGOLAND MARINE RESEARCH,,,,65,3,,,275,283,,10.1007/s10152-010-0221-4,,,9/11/15,2011,,,,,,,,,,1,0,1,0,1,1438-387X,,WOS:000293980700002,,,,,,,,,,
,,,,d,Geukensia demissa,"Lonsdale, Darcy J.; Cerrato, Robert M.; Holland, Robert; Mass, Allison; Holt, Lee; Schaffner, Rebecca A.; Pan, Jeronimo; Caron, David A.",,,,,,,,"Influence of suspension-feeding bivalves on the pelagic food webs of shallow, coastal embayments",,,,,,,,AQUATIC BIOLOGY,,,,6,1/3/15,,,263,279,,10.3354/ab00130,,,2009,2009,,,,,,,,,,14,0,14,0,14,1864-7790,,WOS:000269562400027,,,,,,,,,,
,No,No,Yes,66,Geukensia demissa,"Bushaw-Newton, Karen L.; Kreeger, Danielle A.; Doaty, Sarah; Velinsky, David J.",,,,"Liu, Zhao/B-2189-2012",,,,Utilization of Spartina- and Phragmites-derived dissolved organic matter by bacteria and ribbed mussels (Geukensia demissa) from Delaware Bay salt marshes,,,,,,,,ESTUARIES AND COASTS,,,,31,4,,,694,703,,10.1007/s12237-008-9061-8,,,9/8/15,2008,,,,,,,,,,8,0,7,0,8,1559-2723,,WOS:000258153200007,,,,,,,,,,
,n,n,,,Geukensia demissa,"Culbertson, Jennifer B.; Valiela, Ivan; Olsen, Ylva S.; Reddy, Christopher M.",,,,"Olsen, Ylva/B-7445-2013","Olsen, Ylva/0000-0003-4498-7057",,,"Effect of field exposure to 38-year-old residual petroleum hydrocarbons on growth, condition index, and filtration rate of the ribbed mussel, Geukensia demissa",,,,,,,,ENVIRONMENTAL POLLUTION,,,,154,2,,,312,319,,10.1016/j.envpol.2007.10.008,,,7/8/15,2008,,,,,,,,,,14,0,11,0,14,0269-7491,,WOS:000257258700018,18045755,,,,,,,,,
,n,n,,,Geukensia demissa,"Beal, Brian F.",,,,,,,,Biotic and abiotic factors influencing growth and survival of wild and cultured individuals of the softshell clam (Mya arenaria L.) in eastern Maine,,,,,,,,JOURNAL OF SHELLFISH RESEARCH,,,,25,2,,,461,474,,10.2983/0730-8000(2006)25[461:BAAFIG]2.0.CO;2,,,8/6/15,2006,,,,,,,,,,9,0,10,0,10,0730-8000,,WOS:000239611100011,,,,,,,,,,
,n,n,,,Geukensia demissa,"Evgenidou, A; Valiela, I",,,,,,,,"Response of growth and density of a population of Geukensia demissa to land-derived nitrogen loading, in Waquoit bay, Massachusetts",,,,,,,,ESTUARINE COASTAL AND SHELF SCIENCE,,,,55,1,,,125,138,,10.1006/ecss.2001.0891,,,7/2/15,2002,,,,,,,,,,25,0,22,0,25,0272-7714,,WOS:000178831400009,,,,,,,,,,
,n,n,,,Geukensia demissa,"Cranmer, Tricia L.; Zima, Daniela; Alexander, Richard R.",,,,,,,,Shell repair rates in surgically damaged valves of the blue mussel (Mytilus edulis) and the ribbed mussel (Geukensia demissa) from New Jersey,,,,,,,,Journal of Shellfish Research,,,,21,1,,,427,427,,,,,6/1/02,2002,,,,,,94th Annual Meeting of the National Shellfisheries Association,"April 14-18, 2002",National Shellfisheries Association,"Mystic, CT, USA",0,0,0,0,0,0730-8000,,BCI:BCI200200509744,,,,,,,,,,
,,,,d,Geukensia demissa,"Whitelaw, DM; Zajac, RN",,,,,,,,Assessment of prey availability for diamondback terrapins in a Connecticut salt marsh,,,,,,,,NORTHEASTERN NATURALIST,,,,9,4,,,407,418,,10.2307/3858553,,,2002,2002,,,,,,,,,,3,0,3,0,3,1092-6194,,WOS:000180034000004,,,,,,,,,,
,,n,,,Geukensia demissa,"Franz, DR",,,,,,,,"Recruitment, survivorship, and age structure of a New York ribbed mussel population (Geukensia demissa) in relation to shore level - A nine year study",,,,,,,,ESTUARIES,,,,24,3,,,319,327,,10.2307/1353234,,,6/1/15,2001,,,,,,,,,,5,0,5,0,5,0160-8347,,WOS:000170115700001,,,,,,,,,,
,,n,y,,Geukensia demissa,"McKinney, RA; Nelson, WG; Charpentier, MA; Wigand, C",,,,,,,,Ribbed mussel nitrogen isotope signatures reflect nitrogen sources in coastal salt marshes,,,,,,,,ECOLOGICAL APPLICATIONS,,,,11,1,,,203,214,,10.2307/3061067,,,2/1/15,2001,,,,,,,,,,46,11,37,0,55,1051-0761,,WOS:000166749100017,,,,,,,,,,
,,n,,,Geukensia demissa,"Sherwood, RM; Petraitis, PS",,,,"Petraitis, Peter/D-1048-2013",,,,"Mortality differences of two intertidal mussels, Mytilus edulis L. and Geukensia demissa (Dillwyn), in a New Jersey salt marsh",,,,,,,,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,,,,231,2,,,255,265,,10.1016/S0022-0981(98)00095-1,,,12/31/98,1998,,,,,,,,,,1,0,1,0,1,0022-0981,,WOS:000077971400007,,,,,,,,,,
,,n,,,Geukensia demissa,"Bertness, MD; Leonard, GH",,,,,,,,The role of positive interactions in communities: Lessons from intertidal habitats,,,,,,,,ECOLOGY,,,,78,7,,,1976,1989,,10.1890/0012-9658(1997)078[1976:TROPII]2.0.CO;2,,,Oct-97,1997,,,,,,,,,,294,17,272,0,318,Dec-58,,WOS:A1997XZ78900005,,,,,,,,,,
,,,,u,Geukensia demissa,"WHITE, BA; HILL, RW; DACEY, JWH",,,,,,,,ACCUMULATION OF DIMETHYLSULFONIOPROPIONATE IN GEUKENSIA-DEMISSA DEPENDS ON TROPHIC INTERACTIONS,,,,,,,,BIOLOGICAL BULLETIN,,,,189,2,,,235,236,,,,,OCT-NOV 1995,1995,,,,,,,,,,4,0,4,0,4,Jun-85,,WOS:A1995TA77100048,,,,,,,,,,
,,,,d,Geukensia demissa,"PECK, MA; FELL, PE; ALLEN, EA; GIEG, JA; GUTHKE, CR; NEWKIRK, MD",,,,,,,,"EVALUATION OF TIDAL MARSH RESTORATION - COMPARISON OF SELECTED MACROINVERTEBRATE POPULATIONS ON A RESTORED IMPOUNDED VALLEY MARSH AND AN UNIMPOUNDED VALLEY MARSH WITHIN THE SAME SALT-MARSH SYSTEM IN CONNECTICUT, USA",,,,,,,,ENVIRONMENTAL MANAGEMENT,,,,18,2,,,283,293,,10.1007/BF02393769,,,MAR-APR 1994,1994,,,,,,,,,,24,0,19,0,24,0364-152X,,WOS:A1994MT83700012,,,,,,,,,,
,n,n,y,,Geukensia demissa,"FRANZ, DR",,,,,,,,"ALLOMETRY OF SHELL, AND BODY-WEIGHT IN RELATION TO SHORE LEVEL IN THE INTERTIDAL BIVALVE GEUKENSIA-DEMISSA (BIVALVIA, MYTILIDAE)",,,,,,,,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,,,,174,2,,,193,207,,10.1016/0022-0981(93)90017-I,,,1993,1993,,,,,,,,,,35,0,33,0,35,0022-0981,,WOS:A1993MP98000003,,,,,,,,,,
n,,n,,,Geukensia demissa,"STIVEN, AE",,,,,,,,GENETIC-STRUCTURE IN A POPULATION OF THE RIBBED MUSSEL GEUKENSIA-DEMISSA (DILLWYN) IN A NORTH-CAROLINA SALT-MARSH TIDAL GRADIENT,,,,,,,,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,,,,164,1,,,31,44,,10.1016/0022-0981(92)90134-V,,,1992,1992,,,,,,,,,,6,0,5,0,6,0022-0981,,WOS:A1992KD44000003,,,,,,,,,,
